220,user220,33,246
221,user221,31,123
222,user222,85,187
223,user223,21,327
224,user224,47,112
225,user225,71,345
226,user226,65,204
227,user227,45,20
228,user228,57,340
229,user229,61,199
230,user230,33,347
231,user231,32,68
232,user232,70,14
233,user233,72,80
234,user234,75,228
235,user235,74,287
236,user236,48,360
237,user237,81,32
238,user238,28,141
239,user239,26,293
240,user240,20,92
241,user241,38,51
242,user242,85,96
243,user243,35,88
244,user244,81,323
245,user245,26,271
246,user246,77,101
247,user247,36,9
248,user248,60,10
249,user249,50,343
250,user250,19,360
251,user251,53,357
252,user252,29,294
253,user253,80,349
254,user254,75,221
255,user255,69,253
256,user256,22,381
257,user257,58,97
258,user258,24,197
259,user259,42,290
260,user260,73,373
261,user261,76,299
262,user262,72,51
263,user263,66,41
264,user264,79,176
265,user265,80,80
266,user266,34,267
267,user267,59,88
268,user268,82,98
269,user269,84,338
270,user270,70,17
271,user271,74,9
272,user272,68,295
273,user273,79,394
274,user274,67,262
275,user275,67,188
276,user276,81,144
277,user277,58,333
278,user278,18,104
279,user279,84,37
280,user280,28,341
281,user281,21,40
282,user282,31,158
283,user283,74,13
284,user284,30,241
285,user285,22,351
286,user286,52,88
287,user287,67,237
288,user288,62,309
289,user289,67,217
290,user290,69,184
291,user291,55,343
292,user292,70,211
293,user293,18,107
294,user294,79,243
295,user295,37,51
296,user296,23,25
297,user297,80,396
298,user298,45,272
299,user299,19,378
300,user300,39,392
301,user301,76,103
302,user302,75,187
303,user303,20,245
304,user304,25,135
305,user305,42,314
306,user306,65,216
307,user307,81,379
308,user308,42,37
309,user309,41,55
310,user310,84,55
311,user311,26,114
312,user312,61,7
313,user313,76,375
314,user314,77,305
315,user315,53,398
316,user316,68,238
317,user317,70,253
318,user318,79,243
319,user319,49,362
320,user320,75,159
321,user321,20,249
322,user322,26,94
323,user323,21,188
324,user324,26,115
325,user325,25,166
326,user326,72,70
327,user327,32,391
328,user328,84,292
329,user329,30,299
330,user330,32,234
331,user331,58,349
332,user332,79,65
333,user333,45,249
334,user334,26,163
335,user335,75,94
336,user336,49,159
337,user337,68,54
338,user338,41,84
339,user339,67,312
340,user340,36,393
341,user341,40,277
342,user342,80,302
343,user343,83,296
344,user344,39,388
345,user345,42,59
346,user346,29,32
347,user347,70,309
348,user348,54,184
349,user349,33,113
350,user350,60,366
351,user351,64,243
352,user352,62,344
353,user353,53,67
354,user354,42,384
355,user355,68,112
356,user356,65,214
357,user357,47,62
358,user358,40,233
359,user359,58,98
360,user360,25,314
361,user361,68,132
362,user362,49,252
363,user363,85,10
364,user364,74,392
365,user365,44,392
366,user366,25,173
367,user367,43,382
368,user368,74,351
369,user369,75,119
370,user370,65,292
371,user371,18,15
372,user372,51,324
373,user373,36,209
374,user374,61,155
375,user375,17,267
376,user376,33,396
377,user377,58,41
378,user378,54,274
379,user379,59,207
380,user380,74,373
381,user381,26,194
382,user382,43,58
383,user383,32,223
384,user384,45,116
385,user385,46,22
386,user386,38,248
387,user387,35,250
388,user388,57,19
389,user389,74,49
390,user390,17,5
391,user391,63,36
392,user392,83,398
393,user393,22,263
394,user394,24,397
395,user395,49,274
396,user396,72,394
397,user397,69,42
398,user398,76,97
399,user399,56,362
400,user400,23,287
401,user401,55,380
402,user402,85,110
403,user403,36,331
404,user404,19,176
405,user405,31,220
406,user406,63,119
407,user407,57,324
408,user408,80,87
409,user409,26,199
410,user410,26,277
411,user411,33,89
412,user412,35,83
413,user413,26,70
414,user414,75,336
415,user415,53,273
416,user416,68,162
417,user417,21,400
418,user418,35,384
419,user419,78,398
420,user420,46,114
421,user421,31,317
422,user422,36,26
423,user423,50,295
424,user424,30,359
425,user425,57,395
426,user426,80,324
427,user427,25,145
428,user428,79,280
429,user429,25,337
430,user430,24,325
431,user431,51,310
432,user432,73,109
433,user433,54,380
434,user434,34,200
435,user435,71,145
436,user436,50,136
437,user437,36,167
438,user438,67,288
439,user439,81,186
440,user440,23,289
441,user441,27,309
442,user442,61,258
443,user443,19,265
444,user444,23,74
445,user445,74,151
446,user446,69,166
447,user447,69,108
448,user448,54,299
449,user449,67,215
450,user450,54,119
451,user451,23,272
452,user452,33,346
453,user453,44,267
454,user454,53,29
455,user455,72,7
456,user456,45,111
457,user457,59,300
458,user458,48,217
459,user459,46,370
460,user460,47,157
461,user461,39,13
462,user462,78,229
463,user463,59,14
464,user464,22,13
465,user465,81,118
466,user466,17,18
467,user467,26,132
468,user468,57,223
469,user469,46,71
470,user470,65,338
471,user471,62,206
472,user472,47,183
473,user473,25,91
474,user474,81,84
475,user475,29,391
476,user476,26,29
477,user477,55,181
478,user478,75,283
479,user479,65,125
480,user480,77,139
481,user481,82,214
482,user482,23,380
483,user483,39,400
484,user484,73,22
485,user485,79,64
486,user486,43,43
487,user487,46,353
488,user488,74,178
489,user489,33,338
490,user490,69,320
491,user491,85,86
492,user492,22,201
493,user493,67,345
494,user494,67,335
495,user495,60,189
496,user496,78,156
497,user497,64,318
498,user498,71,396
499,user499,52,109
500,user500,51,18
501,user501,42,133
502,user502,37,247
503,user503,75,387
504,user504,51,317
505,user505,37,251
506,user506,51,281
507,user507,52,385
508,user508,74,275
509,user509,43,333
510,user510,70,381
511,user511,49,287
512,user512,46,246
513,user513,81,73
514,user514,23,376
515,user515,27,136
516,user516,49,244
517,user517,28,29
518,user518,45,344
519,user519,29,233
520,user520,36,14
521,user521,50,99
522,user522,53,58
523,user523,46,293
524,user524,22,39
525,user525,59,232
526,user526,81,390
527,user527,83,368
528,user528,61,127
529,user529,51,155
530,user530,55,7
531,user531,37,388
532,user532,44,186
533,user533,63,365
534,user534,55,274
535,user535,54,53
536,user536,65,349
537,user537,22,131
538,user538,23,359
539,user539,47,199
540,user540,64,229
541,user541,68,15
542,user542,79,54
543,user543,34,50
544,user544,79,267
545,user545,47,386
546,user546,76,190
547,user547,54,275
548,user548,50,70
549,user549,27,42
550,user550,72,388
551,user551,75,311
552,user552,82,279
553,user553,78,15
554,user554,76,171
555,user555,45,140
556,user556,77,101
557,user557,45,189
558,user558,26,221
559,user559,23,128
560,user560,25,53
561,user561,77,173
562,user562,27,39
563,user563,72,80
564,user564,19,91
565,user565,45,360
566,user566,76,120
567,user567,35,264
568,user568,35,259
569,user569,21,314
570,user570,54,265
571,user571,48,317
572,user572,79,339
573,user573,46,398
574,user574,18,254
575,user575,85,242
576,user576,36,15
577,user577,52,385
578,user578,21,263
579,user579,82,398
580,user580,79,126
581,user581,80,295
582,user582,65,272
583,user583,85,58
584,user584,77,186
585,user585,34,271
586,user586,31,218
587,user587,24,15
588,user588,83,125
589,user589,46,70
590,user590,66,320
591,user591,71,132
592,user592,34,372
593,user593,76,369
594,user594,81,95
595,user595,61,72
596,user596,82,391
597,user597,52,105
598,user598,40,184
599,user599,80,318
600,user600,38,272
601,user601,62,92
602,user602,28,42
603,user603,60,105
604,user604,39,375
605,user605,26,310
606,user606,48,302
607,user607,39,66
608,user608,33,316
609,user609,62,264
610,user610,78,260
611,user611,38,335
612,user612,47,307
613,user613,80,218
614,user614,84,15
615,user615,73,111
616,user616,84,40
617,user617,43,354
618,user618,78,169
619,user619,56,232
620,user620,76,395
621,user621,64,161
622,user622,84,387
623,user623,39,78
624,user624,69,74
625,user625,79,99
626,user626,24,95
627,user627,60,296
628,user628,47,241
629,user629,69,68
630,user630,25,180
631,user631,52,128
632,user632,19,207
633,user633,62,141
634,user634,28,357
635,user635,67,46
636,user636,70,143
637,user637,20,354
638,user638,59,253
639,user639,18,84
640,user640,81,335
641,user641,70,40
642,user642,34,180
643,user643,17,172
644,user644,64,63
645,user645,20,10
646,user646,75,43
647,user647,77,358
648,user648,51,142
649,user649,67,63
650,user650,75,26
651,user651,37,218
652,user652,53,384
653,user653,25,286
654,user654,75,260
655,user655,81,156
656,user656,46,218
657,user657,34,153
658,user658,77,212
659,user659,67,286
660,user660,62,280
661,user661,41,16
662,user662,84,248
663,user663,85,114
664,user664,64,317
665,user665,19,192
666,user666,63,128
667,user667,67,188
668,user668,71,360
669,user669,71,49
670,user670,23,377
671,user671,72,51
672,user672,64,120
673,user673,43,300
674,user674,59,250
675,user675,58,69
676,user676,20,43
677,user677,29,339
678,user678,63,119
679,user679,72,92
680,user680,68,66
681,user681,30,218
682,user682,82,272
683,user683,74,94
684,user684,47,25
685,user685,50,391
686,user686,49,217
687,user687,73,142
688,user688,84,299
689,user689,70,245
690,user690,33,243
691,user691,47,297
692,user692,77,87
693,user693,39,144
694,user694,58,224
695,user695,63,220
696,user696,21,394
697,user697,61,23
698,user698,59,261
699,user699,40,55
700,user700,40,349
701,user701,66,40
702,user702,28,176
703,user703,52,18
704,user704,74,380
705,user705,48,363
706,user706,78,105
707,user707,82,256
708,user708,41,203
709,user709,78,224
710,user710,33,213
711,user711,69,200
712,user712,19,58
713,user713,18,39
714,user714,30,73
715,user715,49,135
716,user716,59,201
717,user717,64,160
718,user718,19,379
719,user719,70,292
720,user720,28,310
721,user721,35,199
722,user722,72,258
723,user723,29,168
724,user724,50,219
725,user725,58,341
726,user726,29,49
727,user727,59,153
728,user728,17,299
729,user729,29,141
730,user730,58,394
731,user731,42,184
732,user732,47,64
733,user733,37,371
734,user734,30,294
735,user735,42,209
736,user736,36,64
737,user737,20,20
738,user738,28,380
739,user739,79,212
740,user740,63,251
741,user741,81,147
742,user742,36,43
743,user743,65,250
744,user744,33,349
745,user745,67,257
746,user746,80,57
747,user747,29,242
748,user748,80,225
749,user749,45,7
750,user750,42,220
751,user751,80,306
752,user752,64,260
753,user753,77,140
754,user754,21,213
755,user755,78,275
756,user756,42,49
757,user757,65,355
758,user758,22,30
759,user759,22,275
760,user760,18,18
761,user761,55,56
762,user762,76,220
763,user763,25,82
764,user764,65,188
765,user765,20,219
766,user766,51,335
767,user767,36,152
768,user768,35,331
769,user769,65,141
770,user770,59,243
771,user771,38,245
772,user772,84,179
773,user773,53,10
774,user774,30,106
775,user775,36,376
776,user776,57,393
777,user777,26,99
778,user778,23,22
779,user779,82,163
780,user780,24,373
781,user781,77,224
782,user782,42,78
783,user783,21,256
784,user784,81,166
785,user785,33,283
786,user786,62,155
787,user787,37,400
788,user788,49,41
789,user789,27,29
790,user790,71,163
791,user791,26,122
792,user792,47,76
793,user793,70,235
794,user794,77,101
795,user795,69,154
796,user796,68,237
797,user797,78,394
798,user798,71,147
799,user799,34,366
800,user800,75,304
801,user801,66,347
802,user802,60,233
803,user803,81,30
804,user804,22,114
805,user805,37,356
806,user806,47,41
807,user807,64,224
808,user808,25,267
809,user809,26,100
810,user810,46,331
811,user811,18,278
812,user812,85,57
813,user813,64,185
814,user814,67,217
815,user815,79,131
816,user816,75,343
817,user817,80,176
818,user818,83,34
819,user819,41,210
820,user820,48,36
821,user821,49,132
822,user822,40,188
823,user823,80,348
824,user824,34,19
825,user825,32,90
826,user826,30,107
827,user827,58,337
828,user828,78,164
829,user829,39,152
830,user830,25,341
831,user831,43,369
832,user832,26,95
833,user833,39,170
834,user834,28,26
835,user835,22,228
836,user836,68,244
837,user837,55,306
838,user838,37,379
839,user839,55,102
840,user840,29,365
841,user841,63,370
842,user842,71,210
843,user843,28,297
844,user844,35,103
845,user845,72,39
846,user846,80,298
847,user847,47,236
848,user848,38,317
849,user849,67,202
850,user850,52,6
851,user851,46,398
852,user852,61,315
853,user853,84,193
854,user854,31,70
855,user855,23,29
856,user856,38,397
857,user857,37,363
858,user858,42,220
859,user859,62,159
860,user860,49,55
861,user861,51,40
862,user862,71,207
863,user863,27,24
864,user864,44,123
865,user865,35,324
866,user866,82,396
867,user867,33,325
868,user868,64,262
869,user869,44,399
870,user870,63,103
871,user871,71,230
872,user872,33,45
873,user873,85,121
874,user874,36,45
875,user875,83,313
876,user876,79,101
877,user877,57,128
878,user878,52,236
879,user879,20,19
880,user880,23,100
881,user881,36,66
882,user882,28,135
883,user883,76,8
884,user884,61,280
885,user885,79,26
886,user886,71,187
887,user887,82,288
888,user888,33,202
889,user889,43,36
890,user890,59,55
891,user891,73,128
892,user892,54,341
893,user893,25,189
894,user894,56,118
895,user895,75,312
896,user896,78,274
897,user897,27,336
898,user898,56,270
899,user899,56,355
900,user900,71,360
901,user901,41,35
902,user902,55,374
903,user903,51,62
904,user904,67,389
905,user905,43,56
906,user906,65,350
907,user907,41,252
908,user908,23,162
909,user909,59,293
910,user910,59,289
911,user911,70,217
912,user912,43,28
913,user913,78,150
914,user914,26,218
915,user915,58,15
916,user916,44,294
917,user917,27,75
918,user918,21,134
919,user919,48,117
920,user920,73,205
921,user921,57,118
922,user922,28,81
923,user923,44,393
924,user924,22,310
925,user925,56,81
926,user926,43,148
927,user927,46,73
928,user928,82,99
929,user929,47,279
930,user930,49,44
931,user931,29,60
932,user932,65,219
933,user933,38,311
934,user934,31,322
935,user935,79,365
936,user936,78,90
937,user937,18,311
938,user938,79,80
939,user939,52,184
940,user940,73,186
941,user941,55,210
942,user942,78,15
943,user943,30,144
944,user944,83,241
945,user945,76,217
946,user946,46,252
947,user947,46,212
948,user948,20,361
949,user949,21,147
950,user950,85,129
951,user951,78,393
952,user952,84,236
953,user953,83,123
954,user954,55,377
955,user955,60,315
956,user956,64,6
957,user957,32,153
958,user958,25,150
959,user959,50,271
960,user960,26,75
961,user961,38,251
962,user962,46,137
963,user963,47,380
964,user964,25,35
965,user965,26,363
966,user966,51,168
967,user967,47,327
968,user968,20,213
969,user969,73,184
970,user970,83,330
971,user971,26,268
972,user972,58,38
973,user973,79,221
974,user974,84,366
975,user975,30,78
976,user976,22,151
977,user977,84,172
978,user978,61,135
979,user979,80,45
980,user980,62,44
981,user981,31,27
982,user982,41,29
983,user983,58,296
984,user984,53,18
985,user985,73,40
986,user986,30,252
987,user987,40,296
988,user988,35,92
989,user989,29,170
990,user990,34,255
991,user991,26,82
992,user992,47,51
993,user993,39,65
994,user994,68,150
995,user995,79,282
996,user996,60,15
997,user997,52,133
998,user998,77,295
999,user999,44,56
1000,user1000,25,297
1001,user1001,60,76
1002,user1002,54,216
1003,user1003,80,139
1004,user1004,57,65
1005,user1005,74,359
1006,user1006,82,31
1007,user1007,37,47
1008,user1008,32,216
1009,user1009,31,44
1010,user1010,46,208
1011,user1011,47,67
1012,user1012,21,138
1013,user1013,45,34
1014,user1014,42,297
1015,user1015,76,154
1016,user1016,82,323
1017,user1017,58,315
1018,user1018,28,27
1019,user1019,53,19
1020,user1020,35,71
1021,user1021,20,284
1022,user1022,46,89
1023,user1023,72,337
1024,user1024,55,288
1025,user1025,46,128
1026,user1026,34,337
1027,user1027,36,74
1028,user1028,22,24
1029,user1029,34,360
1030,user1030,36,317
1031,user1031,66,222
1032,user1032,82,178
1033,user1033,63,56
1034,user1034,25,334
1035,user1035,27,196
1036,user1036,65,106
1037,user1037,72,345
1038,user1038,67,102
1039,user1039,85,249
1040,user1040,21,335
1041,user1041,43,246
1042,user1042,56,65
1043,user1043,54,19
1044,user1044,75,341
1045,user1045,64,179
1046,user1046,74,105
1047,user1047,57,94
1048,user1048,58,293
1049,user1049,74,224
1050,user1050,20,380
1051,user1051,39,109
1052,user1052,83,95
1053,user1053,29,391
1054,user1054,23,117
1055,user1055,71,56
1056,user1056,77,257
1057,user1057,52,342
1058,user1058,81,111
1059,user1059,57,325
1060,user1060,37,150
1061,user1061,56,387
1062,user1062,23,292
1063,user1063,65,127
1064,user1064,84,258
1065,user1065,45,311
1066,user1066,30,132
1067,user1067,77,16
1068,user1068,21,226
1069,user1069,57,267
1070,user1070,47,140
1071,user1071,28,296
1072,user1072,50,82
1073,user1073,37,316
1074,user1074,52,71
1075,user1075,19,358
1076,user1076,24,166
1077,user1077,53,57
1078,user1078,63,17
1079,user1079,56,384
1080,user1080,76,238
1081,user1081,68,116
1082,user1082,58,271
1083,user1083,28,378
1084,user1084,30,44
1085,user1085,52,154
1086,user1086,59,300
1087,user1087,54,313
1088,user1088,55,347
1089,user1089,68,245
1090,user1090,78,298
1091,user1091,31,38
1092,user1092,20,376
1093,user1093,79,350
1094,user1094,41,183
1095,user1095,84,372
1096,user1096,27,140
1097,user1097,81,20
1098,user1098,18,131
1099,user1099,63,276
1100,user1100,37,326
1101,user1101,28,57
1102,user1102,79,234
1103,user1103,63,266
1104,user1104,36,114
1105,user1105,67,230
1106,user1106,69,310
1107,user1107,20,367
1108,user1108,53,265
1109,user1109,27,382
1110,user1110,25,61
1111,user1111,76,141
1112,user1112,47,188
1113,user1113,45,252
1114,user1114,21,94
1115,user1115,49,344
1116,user1116,63,368
1117,user1117,67,324
1118,user1118,39,351
1119,user1119,67,132
1120,user1120,32,259
1121,user1121,47,53
1122,user1122,32,15
1123,user1123,74,273
1124,user1124,85,45
1125,user1125,85,60
1126,user1126,48,223
1127,user1127,19,295
1128,user1128,36,235
1129,user1129,69,392
1130,user1130,72,60
1131,user1131,52,381
1132,user1132,30,193
1133,user1133,43,42
1134,user1134,61,314
1135,user1135,33,299
1136,user1136,38,241
1137,user1137,22,143
1138,user1138,28,288
1139,user1139,19,178
1140,user1140,55,167
1141,user1141,69,213
1142,user1142,70,201
1143,user1143,57,381
1144,user1144,51,201
1145,user1145,70,56
1146,user1146,18,108
1147,user1147,36,166
1148,user1148,25,329
1149,user1149,32,350
1150,user1150,72,37
1151,user1151,46,124
1152,user1152,64,32
1153,user1153,50,253
1154,user1154,35,27
1155,user1155,29,336
1156,user1156,84,211
1157,user1157,51,235
1158,user1158,60,49
1159,user1159,78,279
1160,user1160,83,70
1161,user1161,32,266
1162,user1162,20,206
1163,user1163,27,171
1164,user1164,45,120
1165,user1165,32,391
1166,user1166,71,181
1167,user1167,67,108
1168,user1168,50,105
1169,user1169,28,22
1170,user1170,55,308
1171,user1171,71,199
1172,user1172,18,121
1173,user1173,65,261
1174,user1174,42,75
1175,user1175,24,41
1176,user1176,84,178
1177,user1177,53,342
1178,user1178,57,232
1179,user1179,66,50
1180,user1180,42,285
1181,user1181,58,30
1182,user1182,51,365
1183,user1183,24,191
1184,user1184,70,266
1185,user1185,60,79
1186,user1186,77,279
1187,user1187,30,396
1188,user1188,48,373
1189,user1189,38,169
1190,user1190,64,106
1191,user1191,52,163
1192,user1192,67,303
1193,user1193,73,157
1194,user1194,18,187
1195,user1195,42,337
1196,user1196,82,305
1197,user1197,24,25
1198,user1198,63,356
1199,user1199,82,318
1200,user1200,82,138
1201,user1201,74,104
1202,user1202,76,118
1203,user1203,22,179
1204,user1204,42,339
1205,user1205,35,114
1206,user1206,73,97
1207,user1207,52,40
1208,user1208,49,177
1209,user1209,48,210
1210,user1210,42,192
1211,user1211,38,295
1212,user1212,46,294
1213,user1213,33,225
1214,user1214,57,63
1215,user1215,70,167
1216,user1216,35,63
1217,user1217,62,224
1218,user1218,54,238
1219,user1219,74,44
1220,user1220,58,44
1221,user1221,62,341
1222,user1222,64,356
1223,user1223,80,173
1224,user1224,30,224
1225,user1225,56,26
1226,user1226,42,112
1227,user1227,53,152
1228,user1228,22,34
1229,user1229,72,184
1230,user1230,46,344
1231,user1231,75,258
1232,user1232,84,374
1233,user1233,73,152
1234,user1234,73,146
1235,user1235,30,30
1236,user1236,53,48
1237,user1237,42,32
1238,user1238,42,99
1239,user1239,28,248
1240,user1240,37,324
1241,user1241,58,377
1242,user1242,45,126
1243,user1243,70,139
1244,user1244,32,192
1245,user1245,18,390
1246,user1246,48,278
1247,user1247,67,238
1248,user1248,19,199
1249,user1249,32,210
1250,user1250,34,50
1251,user1251,50,294
1252,user1252,62,376
1253,user1253,25,290
1254,user1254,52,276
1255,user1255,84,146
1256,user1256,77,170
1257,user1257,44,341
1258,user1258,28,254
1259,user1259,84,88
1260,user1260,45,336
1261,user1261,41,113
1262,user1262,20,370
1263,user1263,61,231
1264,user1264,58,239
1265,user1265,57,245
1266,user1266,41,261
1267,user1267,41,381
1268,user1268,68,293
1269,user1269,62,371
1270,user1270,84,310
1271,user1271,64,45
1272,user1272,78,164
1273,user1273,73,248
1274,user1274,39,288
1275,user1275,71,180
1276,user1276,39,230
1277,user1277,71,121
1278,user1278,20,62
1279,user1279,38,109
1280,user1280,53,283
1281,user1281,39,345
1282,user1282,40,138
1283,user1283,38,254
1284,user1284,27,28
1285,user1285,70,67
1286,user1286,44,273
1287,user1287,38,123
1288,user1288,33,72
1289,user1289,77,150
1290,user1290,61,184
1291,user1291,18,372
1292,user1292,28,154
1293,user1293,78,159
1294,user1294,71,262
1295,user1295,32,116
1296,user1296,47,398
1297,user1297,71,134
1298,user1298,24,9
1299,user1299,67,19
1300,user1300,48,242
1301,user1301,69,291
1302,user1302,44,48
1303,user1303,67,229
1304,user1304,67,274
1305,user1305,62,273
1306,user1306,58,130
1307,user1307,30,279
1308,user1308,23,96
1309,user1309,34,55
1310,user1310,84,214
1311,user1311,79,234
1312,user1312,21,228
1313,user1313,50,206
1314,user1314,64,22
1315,user1315,40,282
1316,user1316,69,266
1317,user1317,23,19
1318,user1318,55,303
1319,user1319,51,361
1320,user1320,21,226
1321,user1321,22,159
1322,user1322,83,167
1323,user1323,83,209
1324,user1324,32,21
1325,user1325,48,43
1326,user1326,54,260
1327,user1327,59,209
1328,user1328,28,105
1329,user1329,33,37
1330,user1330,27,35
1331,user1331,35,207
1332,user1332,40,301
1333,user1333,65,68
1334,user1334,22,277
1335,user1335,57,61
1336,user1336,71,131
1337,user1337,52,383
1338,user1338,81,356
1339,user1339,24,116
1340,user1340,58,374
1341,user1341,58,93
1342,user1342,64,381
1343,user1343,32,375
1344,user1344,79,133
1345,user1345,25,287
1346,user1346,73,307
1347,user1347,45,164
1348,user1348,38,313
1349,user1349,54,21
1350,user1350,24,231
1351,user1351,62,12
1352,user1352,41,388
1353,user1353,21,193
1354,user1354,53,287
1355,user1355,71,310
1356,user1356,30,336
1357,user1357,38,337
1358,user1358,19,197
1359,user1359,47,106
1360,user1360,22,333
1361,user1361,76,362
1362,user1362,48,8
1363,user1363,54,45
1364,user1364,24,31
1365,user1365,85,20
1366,user1366,48,302
1367,user1367,37,386
1368,user1368,78,265
1369,user1369,65,93
1370,user1370,62,10
1371,user1371,65,45
1372,user1372,28,171
1373,user1373,55,344
1374,user1374,34,345
1375,user1375,62,157
1376,user1376,58,173
1377,user1377,81,223
1378,user1378,56,84
1379,user1379,25,187
1380,user1380,19,25
1381,user1381,52,398
1382,user1382,49,43
1383,user1383,67,40
1384,user1384,51,7
1385,user1385,21,278
1386,user1386,51,67
1387,user1387,41,99
1388,user1388,34,174
1389,user1389,69,283
1390,user1390,76,84
1391,user1391,50,286
1392,user1392,50,377
1393,user1393,57,20
1394,user1394,82,171
1395,user1395,46,375
1396,user1396,65,89
1397,user1397,32,56
1398,user1398,24,180
1399,user1399,30,266
1400,user1400,46,248
1401,user1401,54,301
1402,user1402,18,11
1403,user1403,59,345
1404,user1404,75,283
1405,user1405,34,181
1406,user1406,44,245
1407,user1407,29,212
1408,user1408,84,45
1409,user1409,19,170
1410,user1410,52,68
1411,user1411,19,86
1412,user1412,32,115
1413,user1413,73,245
1414,user1414,58,221
1415,user1415,78,272
1416,user1416,20,127
1417,user1417,48,355
1418,user1418,32,48
1419,user1419,56,141
1420,user1420,61,339
1421,user1421,50,144
1422,user1422,19,240
1423,user1423,48,281
1424,user1424,38,104
1425,user1425,54,251
1426,user1426,58,91
1427,user1427,76,259
1428,user1428,78,151
1429,user1429,41,249
1430,user1430,55,210
1431,user1431,54,359
1432,user1432,18,285
1433,user1433,40,247
1434,user1434,66,298
1435,user1435,76,256
1436,user1436,81,210
1437,user1437,69,219
1438,user1438,68,198
1439,user1439,79,214
1440,user1440,53,151
1441,user1441,33,86
1442,user1442,69,307
1443,user1443,39,375
1444,user1444,63,325
1445,user1445,51,312
1446,user1446,60,48
1447,user1447,33,265
1448,user1448,55,327
1449,user1449,83,299
1450,user1450,40,136
1451,user1451,40,108
1452,user1452,69,130
1453,user1453,28,147
1454,user1454,65,310
